query,clip_dir,score,is_positive,motion,road_context,weather,time_of_day
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.018218806013464928,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.0009626646642573178,False,moving straight,tunnel,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.0042572664096951485,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.013265758752822876,False,curved lane driving,intersection,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.0017681026365607977,False,moving straight,tunnel,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.003699320135638118,False,curved lane driving,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.041533052921295166,True,moving straight,intersection,snowy,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.000481161056086421,False,turning left,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.0008603061432950199,False,moving straight,tunnel,sunny,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.0046834624372422695,False,turning right,city street,cloudy,daytime
It is snowing.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.012274582870304585,False,moving straight,bridge,rainy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.003019598312675953,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.014468726702034473,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.0170670785009861,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.03133878856897354,False,curved lane driving,intersection,rainy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.002760556060820818,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.02470797300338745,True,stop,city street,snowy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.0085668433457613,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.0005250577814877033,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.001085886382497847,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.0018797580851241946,False,moving straight,bridge,cloudy,daytime
It is snowing.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.00820160936564207,False,moving straight,bridge,rainy,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.03982771933078766,True,moving straight,city street,snowy,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.018749631941318512,True,stop,intersection,snowy,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.00045370892621576786,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.0006029543583281338,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.002220217604190111,False,moving straight,tunnel,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.09384610503911972,False,turning left,roundabout,rainy,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.0034285609144717455,False,moving straight,bridge,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.010244714096188545,True,moving straight,intersection,snowy,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.0650450810790062,True,moving straight,intersection,snowy,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.0019667213782668114,False,turning left,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.006680929102003574,False,curved lane driving,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.00867370143532753,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.02439163811504841,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.0060945055447518826,False,stop,tunnel,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.005041425582021475,False,turning right,city street,cloudy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.0036429704632610083,False,curved lane driving,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.0043182107619941235,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.00635334849357605,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.0013374489499256015,False,moving straight,tunnel,sunny,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.003998251631855965,False,turning right,bridge,cloudy,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.006623275112360716,False,moving straight,bridge,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.005059153772890568,False,turning left,city street,cloudy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.007374861277639866,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.0019745961762964725,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.003547735046595335,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.0271246787160635,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.0020316513255238533,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.002476910362020135,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.03751736506819725,True,moving straight,city street,snowy,daytime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.017485562711954117,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.001645878073759377,False,turning right,city street,cloudy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.003243237268179655,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.012488953769207,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.011065318249166012,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.008632732555270195,False,stop,intersection,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.03180374577641487,False,turning left,roundabout,rainy,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.0007545128464698792,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.0006393007934093475,False,turning left,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.0005489844479598105,False,turning left,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.01219561044126749,False,moving straight,bridge,rainy,daytime
It is snowing.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.06694566458463669,True,moving straight,city street,snowy,daytime
It is snowing.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.004520797170698643,False,moving straight,tunnel,cloudy,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.0024368194863200188,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.01745062693953514,False,moving straight,bridge,rainy,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.0074560195207595825,False,stop,intersection,rainy,nighttime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.009018541313707829,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.002127524930983782,False,turning right,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.0072024124674499035,False,curved lane driving,city street,rainy,nighttime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.004751875065267086,False,moving straight,city street,cloudy,nighttime
It is snowing.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.024079453200101852,False,moving straight,tunnel,rainy,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.00036619557067751884,False,moving straight,intersection,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.0002944446459878236,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.013916957192122936,False,moving straight,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.000368376262485981,False,stop,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.00036689898115582764,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.0003220002690795809,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.001444999361410737,False,curved lane driving,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.025235338136553764,False,moving straight,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.011821216903626919,False,stop,intersection,rainy,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.00015312913456000388,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.006743431091308594,False,moving straight,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.002125936094671488,False,moving straight,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.0003941327449865639,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.005300944205373526,False,stop,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.005733653903007507,False,stop,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.00047994847409427166,False,curved lane driving,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.011362203396856785,False,stop,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.0387413427233696,False,moving straight,city street,rainy,daytime
It is snowing.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.0005091300699859858,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.000403491168981418,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.0004587298899423331,False,moving straight,city street,sunny,daytime
It is snowing.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.0004831280675716698,False,stop,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.0021192238200455904,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.0418555922806263,True,curved lane driving,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.1808464229106903,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.05696886405348778,False,moving straight,tunnel,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.08706368505954742,False,turning left,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.3014177978038788,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.2525745630264282,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.7069358229637146,False,moving straight,tunnel,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.021927043795585632,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.007123425602912903,True,curved lane driving,intersection,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.7051148414611816,False,moving straight,tunnel,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.01945634000003338,True,curved lane driving,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.0155923618003726,True,moving straight,intersection,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.07413782924413681,False,turning left,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.6768929362297058,False,moving straight,tunnel,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.014642216265201569,False,turning right,city street,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.8821389675140381,False,moving straight,bridge,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.0031511185225099325,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.03650582954287529,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.0552271232008934,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.01137709803879261,True,curved lane driving,intersection,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.02550201304256916,True,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.009990434162318707,True,stop,city street,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.00570320850238204,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.028965335339307785,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.06152636930346489,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.2609845697879791,False,moving straight,bridge,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.8010222911834717,False,moving straight,bridge,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.024894049391150475,True,moving straight,city street,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.023656772449612617,True,stop,intersection,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.2812122106552124,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.6606537103652954,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.2837531268596649,False,moving straight,tunnel,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.21451647579669952,False,turning left,roundabout,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.5933125615119934,False,moving straight,bridge,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.008347036316990852,True,moving straight,intersection,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.006047992501407862,True,moving straight,intersection,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.854269802570343,True,turning left,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.03089953027665615,True,curved lane driving,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.027508124709129333,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.003829247783869505,False,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.27423807978630066,False,stop,tunnel,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.019334938377141953,False,turning right,city street,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.06060679256916046,True,curved lane driving,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.018491068854928017,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.04239800199866295,False,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.8239577412605286,False,moving straight,tunnel,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.03815745189785957,False,turning right,bridge,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.026945235207676888,False,moving straight,bridge,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.03751678764820099,False,turning left,city street,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.022528821602463722,True,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.48777851462364197,True,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.02429114654660225,True,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.049647510051727295,False,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.03304513543844223,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.057341910898685455,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.06702764332294464,True,moving straight,city street,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.01511219423264265,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.0842488557100296,False,turning right,city street,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.017351433634757996,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.02970944717526436,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.06527573615312576,False,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.020779402926564217,True,stop,intersection,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.3990480601787567,False,turning left,roundabout,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.4749094843864441,False,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.4269160032272339,False,turning left,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.12737005949020386,False,turning left,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.4887787401676178,False,moving straight,bridge,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.05192773416638374,True,moving straight,city street,snowy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.04662913456559181,False,moving straight,tunnel,cloudy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.0718025416135788,True,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.7884949445724487,False,moving straight,bridge,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.02326262928545475,True,stop,intersection,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.022886842489242554,False,moving straight,tunnel,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.18694306910037994,True,turning right,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.02298971638083458,True,curved lane driving,city street,rainy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.028724826872348785,True,moving straight,city street,cloudy,nighttime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.04174661636352539,False,moving straight,tunnel,rainy,daytime
